Posted On,BHK,Rent,Size,Floor,City,Furnishing Status,Tenant Preferred,Bathroom
2022-05-27,3,30000,1205,2 out of 4,Delhi,Furnished,Bachelors/Family,2
2022-05-25,1,5500,300,Ground out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-05-28,2,15000,600,8 out of 18,Chennai,Unfurnished,Bachelors,2
2022-05-27,4,180000,2800,Ground out of 4,Bangalore,Furnished,Family,4
2022-07-10,1,15000,550,9 out of 15,Chennai,Semi-Furnished,Bachelors/Family,1
2022-04-24,3,12000,1000,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,2
2022-06-12,4,230000,3700,5 out of 20,Mumbai,Furnished,Bachelors/Family,4
2022-05-06,1,6500,455,2 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-16,1,6000,450,2 out of 4,Chennai,Semi-Furnished,Bachelors/Family,1
2022-06-20,2,16000,800,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-28,4,150000,3500,3 out of 3,Delhi,Semi-Furnished,Bachelors,6
2022-06-18,2,10000,1197,Ground out of 2,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-17,3,35000,2500,2 out of 2,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-09,3,10000,1000,1 out of 8,Chennai,Semi-Furnished,Bachelors/Family,3
2022-06-30,1,11000,400,1 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-23,3,16500,1100,Ground out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-02,2,15000,800,1 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-25,2,8000,550,1 out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-06-09,3,15000,1422,4 out of 7,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-07-09,2,46700,800,2 out of 7,Mumbai,Unfurnished,Family,2
2022-06-30,2,50000,1200,1 out of 5,Bangalore,Furnished,Bachelors,1
2022-04-27,1,6000,130,Ground out of 2,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-06-26,2,16000,850,1 out of 4,Kolkata,Semi-Furnished,Bachelors,1
2022-05-24,2,12500,890,3 out of 11,Chennai,Unfurnished,Bachelors,2
2022-07-09,3,160000,1197,18 out of 26,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-06-12,2,7000,450,Ground out of 4,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-06,3,89000,932,14 out of 20,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-05-13,1,23000,420,5 out of 7,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-28,1,5000,500,Ground out of 1,Hyderabad,Furnished,Bachelors/Family,1
2022-06-03,2,12000,950,1 out of 2,Chennai,Semi-Furnished,Family,2
2022-05-19,3,40000,1800,Ground out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-17,2,15000,550,Ground out of 3,Chennai,Unfurnished,Bachelors/Family,2
2022-06-18,2,15000,1300,2 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-16,3,40000,1428,Ground out of 2,Chennai,Unfurnished,Bachelors,2
2022-07-10,3,67000,2310,3 out of 17,Hyderabad,Semi-Furnished,Family,3
2022-05-25,2,12500,500,2 out of 3,Chennai,Unfurnished,Bachelors/Family,1
2022-06-29,2,18000,1300,3 out of 3,Chennai,Unfurnished,Bachelors/Family,2
2022-06-04,2,18000,1200,Ground out of 3,Bangalore,Unfurnished,Bachelors/Family,2
2022-05-24,2,9000,1000,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-07,1,28500,565,1 out of 8,Mumbai,Furnished,Bachelors/Family,2
2022-06-08,1,8000,540,4 out of 4,Hyderabad,Unfurnished,Family,1
2022-05-14,1,6000,350,3 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-06,2,20000,600,Ground out of 4,Delhi,Semi-Furnished,Bachelors,2
2022-05-26,1,45000,450,7 out of 10,Mumbai,Furnished,Bachelors/Family,1
2022-06-23,3,25000,1425,2 out of 14,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-25,2,9500,1290,1 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-03,2,7000,850,Ground out of 3,Kolkata,Unfurnished,Bachelors,1
2022-05-26,1,6000,400,4 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-22,2,15000,900,2 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-27,3,26969,1400,4 out of 14,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-03,2,18000,990,3 out of 3,Hyderabad,Furnished,Bachelors/Family,2
2022-06-29,2,8500,650,Ground out of 1,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-05-01,2,20000,800,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-05,1,4700,500,1 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-02,2,17000,1220,1 out of 6,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-23,2,18000,1450,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-09,2,94000,800,14 out of 18,Mumbai,Semi-Furnished,Family,2
2022-06-06,1,40000,600,3 out of 7,Mumbai,Furnished,Family,2
2022-06-19,1,5000,250,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-27,2,6500,700,2 out of 3,Hyderabad,Unfurnished,Bachelors/Family,2
2022-07-08,2,13000,950,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-04-29,1,12000,520,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-07-06,2,40000,753,11 out of 31,Mumbai,Unfurnished,Bachelors/Family,2
2022-05-06,3,20000,1400,3 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-06-25,2,7500,853,4 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-08,3,22000,1500,4 out of 6,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-07-06,2,85000,1200,36 out of 45,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-06-06,1,15000,600,3 out of 3,Bangalore,Furnished,Bachelors/Family,1
2022-07-06,2,55000,700,10 out of 11,Mumbai,Furnished,Bachelors/Family,2
2022-06-13,5,600000,3200,10 out of 16,Mumbai,Semi-Furnished,Bachelors/Family,5
2022-06-07,2,12000,1000,3 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-06,3,60000,1700,7 out of 17,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-19,1,5000,500,Ground out of 2,Bangalore,Furnished,Bachelors/Family,1
2022-06-29,1,5000,550,1 out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-07-06,2,20000,800,13 out of 17,Chennai,Semi-Furnished,Family,2
2022-06-20,2,12500,900,Ground out of 3,Bangalore,Furnished,Bachelors/Family,2
2022-07-06,2,45000,650,10 out of 18,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-10,2,19000,1100,5 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-02,3,52000,1742,23 out of 35,Hyderabad,Semi-Furnished,Family,3
2022-06-21,6,20000,1000,1 out of 1,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-12,3,100000,1250,6 out of 18,Mumbai,Furnished,Bachelors/Family,3
2022-07-04,2,10000,1100,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-02,2,7900,650,1 out of 2,Kolkata,Unfurnished,Family,1
2022-07-10,2,17500,1200,2 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-12,1,8000,450,Ground out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-07-10,2,15000,1300,3 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-16,1,8000,300,Ground out of 2,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-09,3,130000,1800,10 out of 16,Mumbai,Unfurnished,Bachelors/Family,3
2022-06-16,1,12000,600,3 out of 3,Bangalore,Semi-Furnished,Bachelors,1
2022-05-15,3,14000,1800,Ground out of 2,Chennai,Semi-Furnished,Family,3
2022-06-30,2,23000,1250,2 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-04-29,1,25000,400,Upper Basement out of 7,Mumbai,Unfurnished,Bachelors/Family,1
2022-05-16,2,15000,1050,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-28,4,130000,3500,1 out of 3,Delhi,Semi-Furnished,Bachelors,6
2022-05-27,1,35000,500,1 out of 8,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-02,3,25000,1250,2 out of 8,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-12,2,7500,800,2 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-12,3,20000,1000,2 out of 6,Hyderabad,Unfurnished,Bachelors/Family,3
2022-07-06,3,22000,1150,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,2
2022-06-14,2,46000,680,4 out of 7,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-02,1,45000,500,2 out of 3,Mumbai,Unfurnished,Bachelors,1
2022-06-02,1,12500,600,2 out of 4,Chennai,Furnished,Bachelors/Family,1
2022-05-12,2,12000,1100,5 out of 6,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-05,3,11000,800,1 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-06-19,3,20000,1710,15 out of 29,Chennai,Semi-Furnished,Bachelors/Family,3
2022-06-12,2,25000,750,4 out of 5,Bangalore,Unfurnished,Bachelors/Family,2
2022-05-18,3,24000,1250,2 out of 4,Delhi,Unfurnished,Bachelors,2
2022-07-09,3,100000,1400,22 out of 30,Mumbai,Furnished,Bachelors/Family,3
2022-07-06,3,40000,1900,2 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-19,3,180000,1500,7 out of 12,Mumbai,Semi-Furnished,Bachelors,3
2022-06-17,1,12500,200,3 out of 3,Delhi,Furnished,Bachelors/Family,1
2022-05-23,3,27000,2000,1 out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-04-29,1,28000,525,2 out of 8,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-11,3,25000,1132,10 out of 16,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-15,1,6000,434,Ground out of 3,Chennai,Unfurnished,Bachelors/Family,1
2022-05-10,2,32000,830,13 out of 14,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-10,2,8500,800,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,2
2022-05-14,1,27000,550,4 out of 7,Mumbai,Furnished,Family,2
2022-07-07,2,21000,630,8 out of 12,Mumbai,Semi-Furnished,Family,2
2022-06-16,1,8000,500,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-14,2,17600,1000,1 out of 4,Bangalore,Semi-Furnished,Bachelors,2
2022-06-17,2,10000,800,Ground out of 3,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-14,2,9000,400,2 out of 3,Kolkata,Unfurnished,Bachelors,2
2022-04-28,2,30000,900,2 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-05-19,2,45000,630,8 out of 13,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-07-03,1,12000,48,1 out of 2,Delhi,Semi-Furnished,Bachelors/Family,1
2022-06-30,1,10000,390,3 out of 4,Mumbai,Unfurnished,Bachelors/Family,1
2022-05-29,2,10500,950,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-06,2,13000,1400,Ground out of 1,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-27,2,16000,1333,2 out of 4,Bangalore,Unfurnished,Bachelors,2
2022-07-10,4,70000,2880,9 out of 19,Chennai,Semi-Furnished,Bachelors,3
2022-06-04,2,41000,600,4 out of 8,Mumbai,Furnished,Family,2
2022-06-10,3,10000,1500,11 out of 19,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-02,2,14000,1110,2 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-22,3,100000,1400,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,3
2022-06-23,3,43000,850,8 out of 14,Mumbai,Unfurnished,Family,3
2022-06-15,1,5000,700,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-09,4,150000,1937,20 out of 30,Mumbai,Semi-Furnished,Bachelors/Family,5
2022-05-23,2,11000,840,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-06,1,35000,480,1 out of 7,Mumbai,Semi-Furnished,Family,2
2022-06-30,1,20000,200,Ground out of 2,Delhi,Furnished,Bachelors,1
2022-05-27,2,45000,750,12 out of 18,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-14,3,85000,890,4 out of 27,Mumbai,Furnished,Bachelors/Family,2
2022-05-14,2,53000,750,5 out of 18,Mumbai,Furnished,Bachelors/Family,2
2022-07-02,1,8500,400,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-05-29,2,22000,800,Ground out of 1,Chennai,Unfurnished,Family,2
2022-05-16,2,13000,600,2 out of 4,Mumbai,Unfurnished,Bachelors/Family,2
2022-05-10,3,20000,1175,3 out of 4,Chennai,Furnished,Bachelors,2
2022-06-04,1,11500,400,2 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-05-17,3,90000,890,20 out of 27,Mumbai,Furnished,Family,2
2022-06-20,1,60000,500,5 out of 7,Mumbai,Furnished,Bachelors/Family,1
2022-06-27,1,25000,410,4 out of 8,Mumbai,Semi-Furnished,Bachelors,1
2022-05-29,1,9000,500,1 out of 4,Delhi,Semi-Furnished,Bachelors,1
2022-06-27,3,150000,300,2 out of 2,Delhi,Semi-Furnished,Bachelors/Family,3
2022-06-01,2,10000,1200,Ground out of 3,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-07-02,2,15000,800,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-18,2,6250,700,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,2
2022-05-12,2,12000,756,Ground out of 3,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-05-23,1,9000,400,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-25,2,11000,1200,2 out of 2,Hyderabad,Unfurnished,Bachelors/Family,2
2022-04-30,2,12000,800,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-16,1,10000,415,3 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-02,2,25000,1150,1 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-20,2,30000,1200,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-22,3,180000,1600,9 out of 16,Mumbai,Furnished,Bachelors/Family,3
2022-05-19,2,20000,1200,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-15,2,6500,600,2 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-20,2,23000,1100,2 out of 3,Bangalore,Semi-Furnished,Family,2
2022-06-16,2,30000,1100,2 out of 5,Bangalore,Semi-Furnished,Bachelors,2
2022-06-04,1,32000,450,10 out of 18,Mumbai,Unfurnished,Bachelors,2
2022-06-27,2,16000,100,3 out of 3,Delhi,Unfurnished,Bachelors,2
2022-07-05,1,10000,800,1 out of 1,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-12,2,9500,103,2 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-07-06,2,16000,1135,3 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-26,2,6000,450,1 out of 3,Delhi,Unfurnished,Bachelors/Family,1
2022-05-22,2,9000,1000,2 out of 3,Kolkata,Furnished,Bachelors/Family,2
2022-07-07,2,25000,750,1 out of 4,Delhi,Furnished,Bachelors,2
2022-06-16,2,95000,750,7 out of 10,Mumbai,Furnished,Bachelors,2
2022-06-24,2,30000,900,2 out of 4,Chennai,Semi-Furnished,Bachelors/Family,2
2022-04-28,2,18000,1000,Ground out of 2,Hyderabad,Semi-Furnished,Bachelors,2
2022-07-09,4,190000,2079,4 out of 58,Mumbai,Semi-Furnished,Bachelors/Family,5
2022-05-20,2,8000,175,1 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-25,2,15000,950,Ground out of 3,Chennai,Unfurnished,Bachelors/Family,2
2022-05-12,2,16000,1050,2 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-10,3,60000,3200,1 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-20,2,12000,550,1 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-17,3,85000,3500,Ground out of 1,Chennai,Semi-Furnished,Bachelors/Family,3
2022-07-07,1,35000,415,2 out of 7,Mumbai,Unfurnished,Bachelors/Family,1
2022-05-25,2,14000,1100,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-18,3,25000,2000,1 out of 3,Delhi,Semi-Furnished,Bachelors,3
2022-05-19,3,35000,1152,10 out of 14,Chennai,Semi-Furnished,Family,3
2022-05-05,2,20000,110,Ground out of 2,Delhi,Semi-Furnished,Bachelors/Family,1
2022-06-19,1,6000,300,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-24,4,100000,400,Ground out of 4,Delhi,Unfurnished,Bachelors/Family,4
2022-05-23,2,95000,2700,1 out of 3,Delhi,Furnished,Bachelors/Family,2
2022-05-04,2,10000,450,3 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-05-19,2,8500,532,1 out of 2,Bangalore,Unfurnished,Bachelors,1
2022-06-26,3,80000,1800,1 out of 3,Delhi,Semi-Furnished,Bachelors/Family,3
2022-05-20,2,5000,800,Ground out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-07-06,1,25000,444,7 out of 17,Mumbai,Unfurnished,Bachelors/Family,2
2022-07-06,2,15000,1000,1 out of 3,Chennai,Unfurnished,Bachelors/Family,2
2022-04-30,2,8500,450,1 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-06-22,2,8500,1200,Ground out of 2,Hyderabad,Unfurnished,Bachelors/Family,3
2022-06-23,2,12000,775,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-27,1,6000,400,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-20,2,12000,900,Ground out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-12,2,15000,1130,Ground out of 4,Bangalore,Unfurnished,Family,2
2022-05-27,1,18000,300,3 out of 10,Mumbai,Unfurnished,Bachelors/Family,1
2022-07-06,2,7000,950,Ground out of 1,Hyderabad,Unfurnished,Family,2
2022-06-20,2,12000,750,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-05,2,11000,450,1 out of 4,Delhi,Unfurnished,Bachelors,1
2022-05-25,4,20000,1450,3 out of 4,Chennai,Semi-Furnished,Bachelors/Family,4
2022-06-23,2,14000,500,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-18,2,25000,1100,1 out of 7,Hyderabad,Furnished,Bachelors/Family,2
2022-07-05,3,50000,1600,2 out of 3,Chennai,Semi-Furnished,Bachelors,3
2022-05-28,1,36000,380,12 out of 20,Mumbai,Unfurnished,Bachelors/Family,2
2022-07-11,2,12000,550,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,2
2022-06-12,3,51500,1265,10 out of 28,Mumbai,Unfurnished,Family,3
2022-06-23,3,150000,1050,5 out of 7,Mumbai,Furnished,Bachelors/Family,3
2022-05-12,1,7000,400,1 out of 3,Chennai,Unfurnished,Bachelors/Family,1
2022-06-04,2,20000,980,3 out of 4,Bangalore,Furnished,Family,2
2022-06-03,2,12500,800,2 out of 2,Kolkata,Unfurnished,Bachelors,1
2022-06-01,2,12000,950,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-06,2,62000,806,3 out of 58,Mumbai,Unfurnished,Bachelors/Family,3
2022-05-20,3,45000,1500,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-27,3,120000,1200,5 out of 14,Mumbai,Furnished,Bachelors/Family,3
2022-06-28,3,98000,1400,4 out of 15,Mumbai,Semi-Furnished,Family,2
2022-05-10,2,18000,1800,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-31,2,7000,630,Ground out of 3,Kolkata,Unfurnished,Bachelors,1
2022-06-27,1,25000,325,17 out of 24,Mumbai,Furnished,Bachelors/Family,1
2022-05-20,2,13000,660,Ground out of 2,Chennai,Semi-Furnished,Family,2
2022-07-07,1,23500,400,1 out of 7,Mumbai,Unfurnished,Bachelors/Family,1
2022-05-30,1,6500,595,1 out of 1,Chennai,Semi-Furnished,Bachelors/Family,1
2022-06-06,2,85000,900,27 out of 45,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-16,2,16000,950,1 out of 1,Bangalore,Furnished,Bachelors/Family,3
2022-06-24,1,10000,270,1 out of 2,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-05-27,2,40000,800,1 out of 3,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-02,3,17000,950,Ground out of 2,Chennai,Unfurnished,Bachelors,3
2022-04-30,4,40000,1300,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,3
2022-06-27,3,95000,1350,8 out of 16,Mumbai,Furnished,Bachelors/Family,3
2022-05-19,2,20000,900,2 out of 4,Delhi,Semi-Furnished,Bachelors,2
2022-06-22,3,26000,1567,3 out of 4,Chennai,Furnished,Bachelors/Family,3
2022-05-09,3,30000,1800,1 out of 5,Hyderabad,Furnished,Bachelors/Family,3
2022-07-06,2,13000,800,1 out of 1,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-16,1,10000,500,3 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-05-20,2,16000,1030,2 out of 4,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-14,3,40000,1840,5 out of 14,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-16,3,140000,937,28 out of 39,Mumbai,Unfurnished,Family,4
2022-07-09,3,120000,1200,14 out of 35,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-07-04,2,18000,1000,2 out of 3,Bangalore,Semi-Furnished,Bachelors,2
2022-06-25,4,300000,1600,53 out of 78,Mumbai,Semi-Furnished,Bachelors/Family,4
2022-07-08,2,12500,1010,5 out of 5,Hyderabad,Unfurnished,Bachelors,2
2022-06-10,1,5700,400,Ground out of 3,Chennai,Unfurnished,Bachelors/Family,1
2022-05-19,2,12000,800,1 out of 3,Bangalore,Unfurnished,Bachelors/Family,2
2022-05-19,3,80000,850,19 out of 30,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-08,1,9000,550,1 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-05-27,3,190000,1350,65 out of 76,Mumbai,Semi-Furnished,Family,4
2022-05-25,1,6000,700,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-16,2,17000,1000,1 out of 3,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-06-02,1,7000,400,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,1
2022-06-07,3,13000,965,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-05,2,12000,600,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-02,1,50000,413,5 out of 6,Mumbai,Furnished,Bachelors/Family,1
2022-04-29,4,18000,900,3 out of 5,Delhi,Unfurnished,Bachelors/Family,2
2022-05-06,3,40000,1650,1 out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-04-30,1,5000,800,1 out of 2,Chennai,Unfurnished,Family,1
2022-05-31,2,35000,1200,1 out of 5,Bangalore,Semi-Furnished,Bachelors,2
2022-05-19,1,3500,150,2 out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-04,3,12000,1100,6 out of 7,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-13,1,75000,550,7 out of 10,Mumbai,Furnished,Bachelors/Family,2
2022-07-07,6,20000,2400,Ground out of 1,Hyderabad,Unfurnished,Family,4
2022-07-06,1,12000,500,1 out of 4,Bangalore,Semi-Furnished,Bachelors,1
2022-05-10,1,14000,60,1 out of 5,Delhi,Furnished,Bachelors/Family,1
2022-07-02,3,15000,1095,2 out of 2,Chennai,Furnished,Bachelors/Family,2
2022-06-13,3,20000,1500,5 out of 6,Hyderabad,Furnished,Bachelors/Family,2
2022-04-23,2,15000,1000,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,2
2022-05-11,2,20000,1100,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-11,2,20000,1100,1 out of 5,Bangalore,Unfurnished,Bachelors/Family,2
2022-07-10,3,35000,1600,8 out of 10,Hyderabad,Semi-Furnished,Family,3
2022-06-11,3,10000,100,1 out of 4,Delhi,Furnished,Bachelors/Family,2
2022-05-23,2,18500,1000,2 out of 5,Delhi,Semi-Furnished,Bachelors/Family,2
2022-07-08,4,60000,2317,10 out of 12,Chennai,Unfurnished,Bachelors/Family,4
2022-07-10,2,12000,750,2 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-05-26,3,69999,950,7 out of 12,Mumbai,Unfurnished,Family,3
2022-06-25,3,35000,1700,2 out of 3,Hyderabad,Semi-Furnished,Bachelors,3
2022-07-06,3,25000,1100,5 out of 18,Chennai,Unfurnished,Bachelors,2
2022-06-27,4,190000,1750,5 out of 17,Mumbai,Semi-Furnished,Bachelors/Family,4
2022-06-03,1,75000,550,6 out of 8,Mumbai,Furnished,Bachelors/Family,2
2022-06-10,1,3500,500,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,1
2022-07-07,1,12000,420,2 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-20,2,9000,500,2 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-28,3,120000,1379,17 out of 27,Mumbai,Unfurnished,Bachelors/Family,3
2022-05-05,2,8000,75,2 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-05-16,3,20000,1265,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-07-06,3,60000,1710,6 out of 18,Bangalore,Unfurnished,Bachelors/Family,3
2022-07-07,3,20000,1252,3 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-06,2,80000,670,5 out of 17,Mumbai,Unfurnished,Bachelors,2
2022-06-19,3,36000,1750,1 out of 4,Chennai,Unfurnished,Bachelors,3
2022-07-06,2,43000,771,15 out of 37,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-09,3,60000,1000,1 out of 10,Mumbai,Semi-Furnished,Bachelors,3
2022-06-04,1,42000,600,5 out of 24,Mumbai,Semi-Furnished,Bachelors/Family,1
